id_book,name
52785,"

عمر خیام
"
53312,"

منوچهر آریانپورکاشانی
"
53307,"

فرزین پارسی کیا
"
53308,"

منوچهر آریانپورکاشانی
"
52730,"

مژگان مظفری
"
53335,"

محسن جهانگیری
"
53339,"

استیون کاوی
"
53327,"

دانشنامه بریتانیکا
"
53341,"

کلود سیمون
"
53362,"

ماری بافت
"
53343,"
صدیقه احمدی (1341)
"
53386,"

مجدالدین میرفخرایی
"
53353,"

لیز فاسلین
"
53353,"

مالی وست دافی
"
53366,"
احمد نوری
"
53374,"

چارلز هندی
"
52313,"

سعید ضرغامی
"
52331,"

جعفر شهیدی
"
52312,"

ری برینک باجن
"
52311,"

بهروز دری
"
52300,"

مجموعه ی نویسندگان
"
52300,"
سید مصطفی حکیم زاده
"
53384,"

مجموعه ی نویسندگان
"
53384,"

محسن طاهر نوکنده
"
52310,"

محمدرضا امیری طهرانی
"
53373,"

مجموعه ی نویسندگان
"
53373,"

دیوید اچ بارلو
"
52309,"

مهرنوش هدایتی
"
52315,"
حسین شیخ رضایی
"
53361,"
الهام رحیموف
"
52304,"
حسین میرجلیلی
"
52308,"
حسین قریب
"
53385,"

مراد بارداقچی
"
53390,"

مجموعه ی نویسندگان
"
53390,"

ژولیا کریستوا
"
52318,"
یحیی قائدی
"
52314,"

مهرنوش هدایتی
"
53379,"

نایل گرین
"
52336,"

امانوئل ربلس
"
52336,"

امانوئل ربلس
"
52341,"

مارک نپو
"
52350,"
حسین شهبازی
"
52346,"

جو گرین بلات
"
52344,"

ژورژ برنانوس
"
52342,"

امانوئل ربلس
"
52342,"

امانوئل لویناس
"
46680,"

محمد بقایی (ماکان)
"
52352,"

علی الله سلیمی
"
46676,"

احمد شریفان
"
52355,"
صفر یوسفی
"
46681,"

یحیی آرین پور
"
46679,"

محمد بقایی (ماکان)
"
46758,"

کیومرث یزدان پناه درو
"
46683,"

وندی واکر
"
46761,"
اکبر شامیان ساروکلائی
"
46682,"
سعید قانعی
"
46694,"

احمد شریفان
"
46740,"

مدرسه زندگی
"
46740,"

آلن دوباتن
"
46740,"

مدرسه زندگی
"
46791,"

محمد امامی
"
46785,"

عبدالرحیم گواهی
"
46785,"

عبدالرحیم گواهی
"
46695,"

علی دهباشی
"
46717,"
تی اس لی
"
46768,"
شهربانو جشنی
"
46705,"

یوجین اونیل
"
46686,"
جاناتان اوبراین
"
52361,"

حسن انوری
"
52361,"
منیژه گازرانی
"
46737,"

مصطفی فعله گری
"
46684,"

هربرت فیشر
"
52392,"

مصطفی چمران
"
52364,"

ادوین لفیور
"
46756,"

جانی سالدنا
"
52396,"

مصطفی چمران
"
52402,"

شلومو زند
"
52407,"

نیکلاس تورنیکه
"
52394,"

مصطفی چمران
"
52418,"
سیدمحمد مرتضوی
"
52395,"

مصطفی چمران
"
52452,"

پیتمن مک گیهی
"
52413,"

مایکل لوبوف
"
53906,"

حافظ
"
52398,"

مصطفی چمران
"
52419,"

مهدی خطیبی
"
52411,"

راجر اسکروتن
"
52462,"

فدریگو توتزی
"
52393,"

مصطفی چمران
"
52438,"
مریم شیرازی
"
52423,"

پل لاکهارت
"
53912,"

باباطاهر
"
53908,"

عمر خیام
"
53910,"

جلال الدین محمد بلخی(مولانا)
"
52425,"

احمد کسروی
"
53909,"

فرید الدین عطار نیشابوری
"
53890,"

توماس لوتارد
"
52415,"

حسین ملت خواه
"
53905,"

فرید الدین عطار نیشابوری
"
53914,"

جلال الدین محمد بلخی(مولانا)
"
53913,"

پروین اعتصامی
"
53995,"

مصطفی رستمی
"
54022,"

محمودبن علی خواجوی کرمانی
"
53921,"

داراب دیبا
"
54021,"

استل برت
"
53936,"

ماروین هفرمن
"
53990,"

عبدالرحمن جامی
"
53919,"

عمر خیام
"
54037,"

امیرحسین ذکرگو
"
54010,"

ناصر مکارم شیرازی
"
54023,"

ابوالفضل خوش منش
"
54036,"
اصل الدین نظامف
"
53937,"

لوسی سوتر
"
54028,"

هیلده هاین
"
53935,"

صمد قربان زاده
"
54020,"

ندا اخوان اقدم
"
54016,"

شهین پزشکی
"
54082,"

چارلز هریسون
"
54033,"

ابوالحسن حقانی
"
54077,"

مریم پالیزبان
"
54026,"

مهدی مکی نژاد
"
54029,"

محمدمهدی اخوی یان
"
54008,"

یانیس واروفاکیس
"
54012,"

احمد صالحی کاخکی
"
54076,"

پرویز تناولی
"
54078,"
پل وود
"
54084,"
استیو ادواردز
"
54408,"

ماکس وبر
"
54403,"

گراردو نیولی
"
54417,"
عباس میرحسینی
"
54542,"
سوگل جعفری
"
54418,"

مریم ذوالفقاری
"
54412,"

سی رایت میلز
"
54412,"

هانس گرث
"
54085,"

کریستین استایلز
"
54587,"

لارا لین جکسون
"
54584,"

ناپلئون هیل
"
54584,"

ناپلئون هیل
"
54628,"
جانی واتیمو
"
54613,"

بکی کامینگز
"
53620,"

فردریک زایتس
"
54086,"

گیل پری
"
54088,"

نیرو رتنام
"
54504,"
فاطمه شریفی
"
54595,"

زویی مک کی
"
54665,"

پل فایرابند
"
54599,"

اسماعیل کاداره
"
53614,"

چایکوفسکی
"
53610,"

مجید وطنیان
"
54656,"

علی اصغر مصلح
"
54638,"

عبدالرفیع حقیقت
"
54561,"
مهسا رازقی
"
54660,"
طهورا حیدری
"
54586,"

رامون وولینگز
"
54653,"

رابرت بدناریک
"
53633,"

شارل لویی هانون
"
53633,"

شارل لویی هانون
"
53643,"

یاشار بهنود
"
53625,"

روح الله خالقی
"
53641,"

نانسی راجرز
"
53636,"

فردریک شوپن
"
53624,"

جسیکا الری
"
53660,"

کارل چرنی
"
53644,"

پیمان صحیحی
"
53653,"
پیتر مورز
"
53642,"

کارل چرنی
"
53651,"

فردریک شوپن
"
53651,"

فردریک شوپن
"
46897,"

ریچارد فولتس
"
46897,"

ریچارد فولتس
"
53629,"

پژمان عباسی
"
53629,"

پژمان عباسی
"
53649,"

ایساک آلبنز
"
53661,"

کارل چرنی
"
53668,"

پروانه سراوانی
"
53736,"
محمدرضا یزدان پناه
"
53655,"

حمید متبسم
"
46932,"

عبدالعزیز دوری
"
46951,"

الکس روزنبرگ
"
46965,"
موید الدین جندی
"
46970,"

منذر حکیم
"
46901,"

محمدعابد الجابری
"
46946,"

مهدی میرمحمدصادقی
"
46972,"
نجم الدین کبری
"
46971,"

مجموعه ی نویسندگان
"
46971,"

احمد سمیعی
"
46968,"

محمدحسن زورق
"
46982,"

حسن حسینی
"
46985,"

یگانه مرادی لاکه
"
46974,"

مهوش واحددوست
"
46993,"

ابوعلی مسکویه رازی
"
47013,"

حسن خجسته باقرزاده
"
46955,"
قطب الدین ابوالمظفر منصوربن اردشیر العبادی
"
46955,"
قطب الدین ابوالمظفر منصوربن اردشیر العبادی
"
47016,"

ویلیام هوویت
"
47017,"

ابوعلی مسکویه رازی
"
47312,"

مجموعه ی نویسندگان
"
47019,"

شهرام شفیعی
"
47310,"

محسن امین
"
47310,"

محسن امین
"
47318,"

رضا کریم مجاور
"
47317,"

رضا کریم مجاور
"
47316,"

رضا کریم مجاور
"
47368,"
موسی بن جعفر
"
47364,"

محمد شجاعی زنجانی
"
47323,"

منصور برجیان
"
47029,"

منوچهر اکبرلو
"
47414,"

ویلیام سی چیتیک
"
47380,"

فریبا کلهر
"
47347,"
جبار جمال غریب
"
47391,"

محمد شجاعی زنجانی
"
47424,"

ژولی آمینت
"
47398,"

لی اسمولین
"
54683,"

محمد مهاجرانی
"
54681,"
کوثر شریف نسب
"
47321,"

محمد خیری
"
47340,"

ایاد اختر
"
47340,"

ایاد اختر
"
47340,"

ایاد اختر
"
47468,"

معراج قنبری
"
54685,"

مجموعه ی نویسندگان
"
54673,"

علی مهر
"
47444,"

مایکل دبلیو متسلر
"
47443,"

جین فوندا
"
54708,"
زهرا عبدی
"
54707,"
زهرا عبدی
"
54706,"
زهرا عبدی
"
54705,"
زهرا عبدی
"
54709,"
زهرا عبدی
"
54729,"

محمد مهاجرانی
"
54710,"

محمدسعید ذکایی
"
54728,"

الکساندرو آلگارا
"
54722,"

محمدمهدی میرباقری
"
54735,"

ابراهیم حسن بیگی
"
54720,"
محسن نعما
"
54723,"

الکساندرو آلگارا
"
54737,"
محسن نعما
"
47118,"

مجموعه ی نویسندگان
"
47118,"

ریچارد اتینگهاوزن
"
54731,"

حمیده رضایی
"
54740,"
محسن نعما
"
47126,"

وی اس نیپال
"
47122,"

ساموئل جانسون
"
47116,"

محیی الدین ابن عربی
"
47123,"

گراهام سویفت
"
47110,"
سید قطب الدین محمد نیریزی
"
47148,"
زهرا محمدی فراز اندام
"
47125,"

ایان مک یوون
"
47124,"

جان چانگ
"
47130,"
علیرضا لرکی
"
47165,"
ساناز زینعلی
"
47133,"
امیر فرح آبادی
"
47149,"
فرشته میرمرادی
"
47141,"

محیی الدین ابن عربی
"
47137,"
ساناز لرکی
"
47194,"
محسن ابراهیمی	
"
47162,"
شهلا خودی زاده
"
47170,"

مجموعه ی نویسندگان
"
47170,"
مونیکا گرونکه
"
47497,"

امیر هوشنگ اقبال پور
"
47202,"
محمود لطفی
"
47236,"

آلکسی دو توکویل
"
47494,"

امیر هوشنگ اقبال پور
"
47479,"

مارجری واینمن شارمت
"
47500,"

امیر هوشنگ اقبال پور
"
47558,"
ود پراکاش چاولا
"
47505,"

امیر هوشنگ اقبال پور
"
47547,"

تام پامر
"
47554,"

مصطفی رحماندوست
"
47649,"

همفری کارپنتر
"
47594,"

همفری کارپنتر
"
47629,"

امیر هوشنگ اقبال پور
"
47551,"

تام پامر
"
47552,"

تام پامر
"
54811,"

محمدتقی موسوی اصفهانی
"
54812,"
زهرا عبدی
"
47634,"

گراهام ال بینز
"
54817,"

باری ای مک نامارا
"
54817,"
فرانسین جی مک نامارا
"
47524,"

الیزابت وارن
"
47511,"

لوسی فولی
"
47511,"

لوسی فولی
"
47511,"

لوسی فولی
"
47591,"

ژان کلود مورلوا
"
47662,"
سندوس غسانی
"
54810,"
زهرا عبدی
"
47663,"
سندوس غسانی
"
47659,"

همفری کارپنتر
"
47659,"

همفری کارپنتر
"
54813,"
زهرا عبدی
"
54826,"
الهه بهشتی
"
54819,"

علی باباجانی
"
54827,"

مجموعه ی نویسندگان
"
54827,"

رقیه کریمی
"
54838,"

علی محمدی هوشیار
"
54853,"
عباس سعیدی
"
54863,"

استنلی گرین اسپن
"
54836,"

حسن محمودی
"
54881,"
زینب علیزاده
"
54829,"

محمدرضا مهدوی کنی
"
48037,"
محمود توسلیان
"
48003,"
گرگ یانگ
"
54850,"
رقیه بابایی
"
54869,"

ام گری نیومن
"
54869,"
پاتریشیا رمانوسکی
"
54869,"

ام گری نیومن
"
54869,"
پاتریشیا رمانوسکی
"
54869,"

ام گری نیومن
"
54869,"
پاتریشیا رمانوسکی
"
48030,"
سمیرا کشفی
"
54854,"
حسن ارشاد
"
48039,"
لیلی کشفی
"
48032,"
روجر بریجمن
"
48024,"
سمیرا کشفی
"
48038,"

محمد میرکیانی
"
54880,"

محمود پوروهاب
"
48029,"

محمد میرکیانی
"
48043,"

دیوید گریم استون
"
47999,"

مجموعه ی نویسندگان
"
48018,"
آگنس واندویل
"
54875,"

مجید ملامحمدی
"
48052,"
سهیلا رمضانی
"
48022,"
سمیرا کشفی
"
48051,"
هاله بادامیان
"
48053,"

مارگارت رتیچ
"
48034,"
محمود توسلیان
"
48071,"

مجموعه ی نویسندگان
"
55450,"
سهند نیکنام
"
55545,"

گئورگ ویلهلم فریدریش هگل
"
55500,"

هربرت مارکوزه
"
55541,"

سید روح الله خمینی
"
55541,"

مجموعه ی نویسندگان
"
47830,"

محمدرضا شمس
"
55449,"
سهند نیکنام
"
47821,"

جان فارندون
"
55515,"

ابراهیم خواجه نوری
"
55522,"

آیت الله سید علی خامنه ای
"
55536,"

رضا شیرازیان
"
47824,"
کاتلین ویدنر زوفلد
"
55542,"
اسماعیل زارعی نصرالله پور
"
55447,"
سهند نیکنام
"
55489,"
محمد زینالی اناری
"
55574,"

آلن تی نورمن
"
48056,"
ریکاردو دازا
"
55573,"

سمیرا کاظمی
"
55570,"

اسکات کلبی
"
55452,"
سهند نیکنام
"
55469,"

هاجر پورواجد
"
55539,"
سی اف پدفیلد
"
55539,"

دیوید بارکر
"
55539,"
سی اف پدفیلد
"
55539,"

دیوید بارکر
"
55516,"

امیل زولا
"
48072,"
احمدرضا متولی
"
55537,"

مجموعه ی نویسندگان
"
47899,"

آندره ساخاروف
"
47848,"

آلفرد اسلوت
"
47898,"

مرضیه ازگلی
"
48458,"

مجموعه ی نویسندگان
"
48458,"

محمد طبیبیان
"
47916,"

مجموعه ی نویسندگان
"
47838,"

لارا مارش
"
47895,"

یوکو کاواشیما
"
47889,"
کریس پلان
"
48482,"

کریستوفر مک کالو
"
47921,"
مسعود باقرزاده
"
48452,"

ژرژ سیمنون
"
48478,"
خسرو قلی زاده
"
48481,"

ریچارد نلسون فرای
"
47910,"

لوئیزه هلتهوزن
"
47874,"

غاده السمان
"
47891,"

سایمون آدامز
"
47918,"
سو آرنگو
"
47917,"

مهدی چوبینه
"
47928,"

کریستیانا گریگوری
"
48455,"
متین پدرام
"
47922,"

مجموعه ی نویسندگان
"
47922,"

امیر هوشنگ اقبال پور
"
47935,"

فریبرز لرستانی
"
47840,"

جینی جانسون
"
48467,"

کریستوفر دورانگ
"
48467,"

کریستوفر دورانگ
"
48470,"

میشائیل انده
"
48483,"

ناصر حسینی مهر
"
48484,"

پیر برونل
"
48498,"

توران میرهادی
"
56237,"

ویلیام جی برنز
"
56291,"

برزو سریزدی
"
56292,"

برزو سریزدی
"
48485,"
فرانسواز کوریلسکی بیلیار
"
48487,"

ایروینگ واردل
"
48495,"

فردریک هارت
"
48502,"

جوزف کانین
"
56289,"

برزو سریزدی
"
56245,"

مجموعه ی نویسندگان
"
56287,"

برزو سریزدی
"
48494,"

مجموعه ی نویسندگان
"
48501,"

تیفانی دی جکسون
"
56288,"

برزو سریزدی
"
48496,"

محمد مددپور
"
56253,"
علاء نوری
"
56295,"

برزو سریزدی
"
56294,"

برزو سریزدی
"
48497,"

آرمین عالمی
"
56297,"

برزو سریزدی
"
56293,"

برزو سریزدی
"
48490,"

رضا داوری اردکانی
"
56296,"

برزو سریزدی
"
56298,"

برزو سریزدی
"
56290,"

برزو سریزدی
"
56303,"

برزو سریزدی
"
56299,"

برزو سریزدی
"
56301,"

برزو سریزدی
"
56311,"

برزو سریزدی
"
56145,"

مجموعه ی نویسندگان
"
56101,"

ریچل فرث
"
56101,"

ریچل فرث
"
56106,"
علاء نوری
"
56224,"

اسون نورد کوییست
"
56085,"

اریک اشمیت
"
56086,"

اسکات کوپر
"
56222,"

ریچارد براتیگان
"
56132,"

دورلینگ کیندرزلی
"
56105,"
علاء نوری
"
56155,"

ناصر آقایی
"
56302,"

برزو سریزدی
"
56084,"

ویکتوردبلیو هوانگ
"
56139,"

عبید زاکانی
"
56139,"

عبید زاکانی
"
56178,"

پل دولان
"
56233,"

خوان فلیپه هررا
"
56117,"
علیرضا اسبقی
"
56203,"

برزو سریزدی
"
56186,"

لارن هالواتی
"
56110,"

برزو سریزدی
"
56236,"
ژاله مساعد
"
56116,"
گری وینر
"
56666,"

ابوالفضل بیهقی
"
56788,"

محمود فضیلت
"
56674,"
احمد خطیبی
"
56844,"
غلامحسین ده بزرگی
"
56714,"

امام محمد غزالی
"
56806,"
جواد علیزاده
"
55999,"

منصور خلج
"
56716,"

حمیرا زمردی
"
56847,"
محمدتقی آذرمینا
"
56821,"
جواد علیزاده
"
56815,"
علیرضا موتمنی
"
55967,"

مجموعه ی نویسندگان
"
55967,"

غلامحسین حسن تاش
"
56752,"

اباذر عباچی
"
56736,"
مریم نصر اصفهانی
"
56726,"

سید جواد مرتضایی
"
56684,"
محمدرضا عزیزی
"
55980,"

پنی فرانسیس
"
55983,"

شهرام کرمی
"
56006,"

نایل ریچاردسون
"
56007,"

علی محمد حق شناس
"
56685,"
محمدباقر نجف زاده
"
56800,"

خاقانی شروانی
"
55977,"

مجموعه ی نویسندگان
"
55977,"

داگلاس نورث
"
56741,"

کیلب ملبی
"
56724,"

فرهاد پیربال
"
56008,"

والری بلر گاگنون
"
56025,"

آرتور رمبو
"
56029,"

بابک پرهام
"
56022,"

جان ام دان
"
56030,"

جواد عاطفه
"
48312,"

مجموعه ی نویسندگان
"
48312,"

یوسف گرجی مهلبانی
"
56064,"

برزو سریزدی
"
56023,"

نسیم خلیلی
"
56055,"
علاء نوری
"
56037,"
علیرضا اسبقی
"
56028,"
محمد نور الدینی
"
48319,"

ادوارد دنیسون
"
56080,"

مجموعه ی نویسندگان
"
48330,"

ایوان ایلیچ
"
48315,"

نوام چامسکی
"
48328,"

زیگبرت سالمن پراور
"
48314,"

جادویگا کروپینسکا
"
56026,"

الن لنگر
"
48355,"

پیتر بلیک
"
48333,"

سعدی
"
56031,"

محمد میرعلی اکبری
"
48316,"

هیلدا هینن
"
48316,"

هیلدا هینن
"
48335,"

علی اصغر سیدآبادی
"
48318,"

ایرج منصوری
"
48363,"

ناصح کامگاری
"
48354,"
چارلز جی بونتمپو
"
48326,"

حشمت الله متدین
"
48351,"

ریچارد جی لین
"
48372,"

پیر آمیه
"
48367,"
ژیل لوبلان
"
48332,"

اسماعیل کهرم
"
48376,"

حسین قریب
"
48232,"

پیتر سوندی
"
48243,"
ولی محمد اکبرآبادی
"
48369,"

حسن شهباز
"
48240,"

جک ولش
"
48244,"

علی سعادت پرور
"
48248,"

مهناز عسگری
"
48276,"

امیل دورکیم
"
48273,"

علی میرسپاسی
"
48245,"

مجموعه ی نویسندگان
"
48245,"

محمدحسن فاطمی راد
"
48291,"

دنیس مک کوایل
"
48279,"

پیمان آزاد
"
48294,"

کوئنتین اسکینر
"
48241,"

بریتنی سی چری
"
47748,"

امانوئل لوپتی
"
47748,"

امانوئل لوپتی
"
48304,"

سیدحسام الدین طباطبایی پور
"
48292,"
ورنر جوزف سورین
"
48277,"

حسن حسن زاده آملی
"
48251,"
پاسکال شوول
"
47752,"

امیر هوشنگ اقبال پور
"
47750,"

امانوئل لوپتی
"
47749,"

امیر هوشنگ اقبال پور
"
47760,"
احسان کاتبی
"
47751,"

امیر هوشنگ اقبال پور
"
47768,"

غلامرضا جمشیدیها
"
47746,"

امیر هوشنگ اقبال پور
"
47747,"

امانوئل لوپتی
"
48296,"

خالده ادیب آدیوار
"
48307,"

ارنست نویفرت
"
48307,"

ارنست نویفرت
"
48307,"

ارنست نویفرت
"
48307,"

ارنست نویفرت
"
48307,"

ارنست نویفرت
"
48298,"

غلامرضا معدنی پور
"
47775,"
هاله بادامیان
"
48301,"
مینا یوسف زاده بکاولی
"
47773,"

امیر هوشنگ اقبال پور
"
47779,"
هاله بادامیان
"
47777,"
هاله بادامیان
"
56508,"

تام کورلی
"
56520,"

اصغر عسکری خانقاه
"
47785,"

آرش حجازی
"
47776,"
هاله بادامیان
"
47784,"

ایرج زبردست
"
47786,"

ملودی بیتی
"
56587,"

ابوالقاسم فردوسی
"
56589,"

مجموعه ی نویسندگان
"
56589,"

علی اکبر کمالی نهاد
"
56572,"
محمد قاسمی
"
47780,"
هاله بادامیان
"
56530,"

لورنس دویلرز
"
56583,"
محمدرضا شعبانی
"
56525,"

جسی امزپک
"
56594,"

احلام مستغانمی
"
56576,"

غلام حسین امیرخانی
"
47783,"

برنارد بارس
"
47778,"
هاله بادامیان
"
56588,"

امام محمد غزالی
"
56575,"

کارل گوستاو یونگ
"
56596,"

علیرضا تراشیون
"
56585,"

حبیب الله عباسی
"
56593,"

مهوش واحددوست
"
56536,"

جورجو آگامبن
"
56661,"

پیتر ال برگن
"
56660,"

عبدالله مستوفی
"
48530,"

عباس بهارلو
"
48509,"

مارک تی کنارد
"
48507,"

جیمز نرمور
"
48532,"

جمال امید
"
56607,"
امیرابوالفضل ذکریایی
"
48508,"

جوآن کوپژک
"
48525,"

محمدکریم پیرنیا
"
48520,"
مرتضی گودرزی
"
48510,"

بری لنگفورد
"
48511,"

رافائل موآن
"
57084,"

هایائو میازاکی
"
57084,"

هایائو میازاکی
"
57087,"

محمدرضا ترکی
"
48536,"
سید کاظم موسوی
"
48521,"

زهرا رهنورد
"
48537,"
سید کاظم موسوی
"
48539,"

حمید دهقانپور
"
48535,"

حمیدرضا صدر
"
48538,"

عباس بهارلو
"
48547,"

میشل سیوتا
"
48545,"

برنارد اف دیک
"
48522,"

زهرا رهنورد
"
57086,"
ناصر پورپیرار
"
48542,"

شهاب الدین عادل
"
48544,"
جان هیل
"
57089,"

ضیاء موحد
"
57088,"
محمدرضا حسینی بهشتی
"
57088,"

احمد احمدی
"
57100,"
نوآ گردون
"
57100,"
نوآ گردون
"
57112,"
محمدحسین محمدزاده
"
57094,"
اریک جی. زورخر
"
57138,"

حسین دهباشی
"
57200,"

فردریش نیچه
"
57128,"

علیرضا قائمی نیا
"
57139,"

ماریان دوبو
"
57101,"

صادق عاشورپور
"
57153,"

مهدی ماحوزی
"
57092,"
دکتر امین جعفری
"
57149,"

بابک رادمنش
"
57118,"

ورنر هایزنبرگ
"
57120,"

محمد میرشکرایی
"
57202,"
بیدل دهلوی
"
57124,"

ویلیام دیمون
"
57164,"

بدیع الزمان فروزانفر
"
57195,"

فردریش نیچه
"
57234,"
محمدحسین مجدم
"
57256,"

علی دشتی
"
57249,"
حسین عباسی
"
57217,"

ناتالی سویج کارلسون
"
57238,"
حسین عباسی
"
57261,"
حمیدرضا رضازاده
"
48760,"
استوارت ردمن
"
57262,"
دیبا شریعت
"
48770,"

پاملا کلارک
"
48770,"

پاملا کلارک
"
48768,"

داوود مالکی
"
48761,"

مایکل مک کارتی
"
57301,"

محمدرضا برزگر خالقی
"
57301,"

تورج عقدایی
"
48778,"

گلب سپرسکی
"
57288,"

لارا هاناس وب
"
57288,"

لارا هاناس وب
"
48845,"

ابوالقاسم فردوسی
"
48757,"

مجموعه ی نویسندگان
"
48757,"

ریچارد براتیگان
"
48757,"

ریموند کارور
"
48857,"

منصور یاقوتی
"
57267,"

محمدرضا برزگر خالقی
"
48861,"
داود امیری
"
48812,"
بوریس گریگوریویچ کوزنتسوف
"
48887,"

رضا صالحی امیری
"
57281,"

جبران خلیل جبران
"
48820,"
مهرداد کریمی
"
57299,"

علی دشتی
"
48775,"

حسین صفاری دوست
"
57297,"

ضیاءالدین سجادی
"
57283,"

مجموعه ی نویسندگان
"
57283,"
علی سیدپورآذر
"
57283,"
علی سیدپورآذر
"
48744,"
ربابه عرب بدوئی
"
48914,"

برت دکر
"
48906,"

جورج آی مورودس
"
48929,"

ویلیام جی دوهرتی
"
57907,"
نیلوفر عاکفیان
"
57917,"

ماری ورونیک نادو
"
48970,"
مریم منوچهری
"
48942,"

توماس لیکونا
"
57927,"
آر جی فیچر
"
57944,"

لورا آوردک
"
57900,"
اسماعیل فیروزی
"
57908,"

کاترین سنیور
"
57922,"

دی سی توماس
"
57737,"
ناصر مهدوی
"
57947,"

روت کوئیل
"
57920,"

نعیمه دوستدار
"
57925,"

اولین مک فارلین
"
57934,"

مگ مکینلی
"
57943,"

غلامرضا حیدری ابهری
"
57933,"
سیلوی ژیرارده
"
57932,"

فانی ژولی
"
57950,"

شکوه قاسم نیا
"
57937,"

وندی مس
"
57914,"

ترا کاترین کالین
"
57945,"

لورا آوردک
"
57928,"

اولین مک فارلین
"
57880,"
اسماعیل فیروزی
"
57760,"
محمدعلی سفری
"
57768,"
نصرالله سجادی
"
57952,"

شکوه قاسم نیا
"
57962,"

سباستین براون
"
57787,"
علی محمد طرفداری
"
57815,"

سارا سینگلتون
"
57810,"

خسرو باباخانی
"
57813,"

بلیک ماریسون
"
57954,"
سیلوی ژیرارده
"
57820,"

مهبد سراجی
"
57828,"
لاله مهدی نژاد
"
57953,"
سیلوی ژیرارده
"
57972,"

بریتا تکنتروپ
"
57812,"

چارلز فریزر
"
57841,"

زهرا فخرایی
"
57827,"
آناهیتا مافی
"
57796,"

حسن میرعابدینی
"
57951,"

شکوه قاسم نیا
"
57964,"

لیبی گلیسون
"
57835,"

فریبا کلهر
"
57958,"

جین ویلیس
"
57976,"

ادل گرس
"
57975,"
سیلوی ژیرارده
"
57863,"
سالی نورتن
"
57977,"

دیوید بدفورد
"
57990,"

تیم وارنز
"
48660,"

سوزان هیوارد
"
57989,"

دیو هکت
"
57978,"

کلر فیریدمن
"
48645,"

احمد ضابطی جهرمی
"
48665,"

فریدون مشیری
"
48675,"

بلین براون
"
57983,"

م کریستینا باتلر
"
48644,"

احمد ضابطی جهرمی
"
48650,"
عبدالرضا حقیری
"
48672,"

میشل پاستورو
"
57982,"

سم مک برتنی
"
48652,"

حسن حسینی
"
48648,"

پالین کیل
"
57992,"

جویس دانبار
"
48640,"
خجسته کیا
"
57998,"
گروه طراحی نهرین
"
57986,"
کاترین والترز
"
48638,"
خلیل رضوی
"
57985,"

تاد تارپلی
"
48674,"
عبدالرضا حقیری
"
48668,"

راجر کورمن
"
48668,"

راجر کورمن
"
48670,"
بهناز عظیمی
"
48677,"

پل ویلر
"
48678,"
محمد رحیمی
"
48685,"
امین اصلانی
"
50289,"
سیدمهدی کمالان
"
50290,"

آنا شیهان
"
48684,"

احمد ضابطی جهرمی
"
50292,"
سعید کاوه
"
48681,"

جفری ناول اسمیت
"
50334,"

سیدمحمدحسین حسینی طهرانی
"
50335,"

فردریش نیچه
"
50345,"

کیوان جعفری نژاد
"
50313,"

نانسی بوش
"
50325,"

مژده شمسایی
"
50218,"
حسین آقاجانی
"
50341,"

یاسوناری کاواباتا
"
50341,"

یاسوناری کاواباتا
"
50322,"

ویرجینیا وولف
"
50237,"

راشل هلر
"
50238,"

برایان ال وایس
"
50309,"

ساکی
"
50310,"

دانیل پناک
"
50288,"

امین معلوف
"
50312,"

جیمز جویس
"
50312,"

ازرا پاوند
"
50319,"

رجینالد رز
"
50319,"

رجینالد رز
"
50330,"

کامران غضنفری
"
48682,"

تامس اسکاتز
"
50308,"

دیوید هربرت لارنس
"
50344,"

ویلارد پالمر
"
50342,"

ژاکلین وودسن
"
50251,"

اریک الی یز
"
50244,"
پاتریشیا دی نتزلی
"
50277,"
سعید کاوه
"
50254,"

چیکاماتسو مونزائمون
"
50249,"

نعمت حسنی
"
50274,"

عبدالکریم بی ‏آزار شیرازی
"
50123,"

ضیاءالدین سردار
"
50262,"

محمد پیام بهرام پور
"
50131,"

قاسم یاحسینی
"
50128,"

ریچارد آزبورن
"
50266,"

هانس اولریش اوبریست
"
50134,"

ملوین مرس
"
50279,"

محسن یلفانی
"
50241,"

محمدجعفر غفرانی
"
50126,"
روپرت وودفین
"
50130,"

آنگوس جلاتلی
"
50130,"

آنگوس جلاتلی
"
50276,"
ابراهیم مدرسی
"
50265,"

برژیت لابه
"
50252,"

لافکادیو هرن
"
50135,"

ملوین مرس
"
50138,"

مجموعه ی نویسندگان
"
50138,"
دانیل پی هالاهان
"
50263,"
جلیل صمدآقایی
"
50268,"

رونالد هایمن
"
50257,"

برت کاردولو
"
50240,"

علی اصغر حکمت
"
50142,"

احمدرضا احمدی
"
50139,"

احمدرضا احمدی
"
50214,"

گلن لتهام
"
50140,"

احمدرضا احمدی
"
50141,"

احمدرضا احمدی
"
50144,"

احمدرضا احمدی
"
50148,"

جس مک کان
"
58298,"
رحیم رئیس نیا
"
58298,"
رحیم رئیس نیا
"
58232,"

محمدرضا شفیعی کدکنی
"
50146,"

احمدرضا احمدی
"
58295,"

احمد کسروی
"
50147,"

عبدالرفیع حقیقت
"
58396,"

محمد شجاعی زنجانی
"
50145,"

احمدرضا احمدی
"
58256,"

پیتر. م بوئنیش
"
58234,"

احسان عباسلو
"
58316,"
علیرضا کورش لی
"
50186,"

بیتا فرخی
"
58299,"
رحیم رئیس نیا
"
58309,"

مورین فرگوس
"
